duration,input.bin,input.doc_len,input.document_id,input.document_title,input.index,input.query_id,input.topic_description,input.topic_query,job,output.relevant_snippets,output.relevant_snippets.annotations,output.relevant_snippets.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,max_relevance_score,none_score,nist_rel,nist_rel_binary,crowd_rel_binary,crowd_rel_ternary
25.7142857143,1,57,842575,No Headline,555,646,Find documents that discuss an increase in the number of people receiving food stamp benefits.,food stamps increase,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 5, 'none': 2})",7,2,7,0.5045002057,"Counter({'s1': 0.715442290975282, 'none': 0.284557709024718})",0.5238095238,"Counter({'s1': 0.7142857142857143, 'none': 0.2857142857142857})",0.715442291,0.284557709,0,0,1,1
72.5714285714,1,361,843759,"John E. Nafe, 81; Physicist Studied The Earth's Crust",8258,399,Identify documents that discuss the activities or equipment of oceanographic vessels.,oceanographic vessels,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 5, 's7': 5, 's4': 5, 's2': 4, 's6': 4, 's8': 3, 's3': 3, 's5': 3, 'none': 1})",33,9,7,0.4240228924,"Counter({'s7': 0.7547350570720678, 's4': 0.7345003816455057, 's2': 0.6375597715877394, 's1': 0.6046071166455665, 's5': 0.5657746806805678, 's6': 0.553056701164957, 's3': 0.4358814156806286, 's8': 0.30942996037153375, 'none': 0.19371452744732282})",0.4459796506,"Counter({'s1': 0.7142857142857143, 's7': 0.7142857142857143, 's4': 0.7142857142857143, 's2': 0.5714285714285714, 's6': 0.5714285714285714, 's8': 0.42857142857142855, 's3': 0.42857142857142855, 's5': 0.42857142857142855, 'none': 0.14285714285714285})",0.7547350571,0.1937145274,1,1,1,1
54.5714285714,1,323,844270,Philip Morris Posts a Sharp Income Climb,7555,345,"Health studies primarily in the U.S. have caused reductions in tobacco sales here, but the economic impact has caused U.S. tobacco companies to look overseas for customers. What impact have the health and economic factors had overseas?",Overseas Tobacco Sales,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s4': 4, 'none': 3, 's2': 3, 's3': 2, 's7': 2, 's1': 1})",15,6,7,0.354782895,"Counter({'none': 0.5653779643878356, 's4': 0.43462203561216434, 's2': 0.37891499169003434, 's3': 0.24658266328215858, 's7': 0.24658266328215858, 's1': 0.11931687537021032})",0.3194552695,"Counter({'s4': 0.5714285714285714, 'none': 0.42857142857142855, 's2': 0.42857142857142855, 's3': 0.2857142857142857, 's7': 0.2857142857142857, 's1': 0.14285714285714285})",0.4346220356,0.5653779644,1,1,1,1
72.1428571429,1,209,844588,Court Stays Ruling on Suicide,5440,393,Identify documents that discuss mercy killings.,mercy killing,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's3': 2, 's6': 2, 's5': 2, 's2': 1, 's1': 1, 's4': 1})",14,7,7,0.6938535995,"Counter({'none': 0.8516232989578986, 's3': 0.14837670104210152, 's6': 0.14837670104210152, 's5': 0.14837670104210152, 's2': 0.0853776443624715, 's1': 0.0853776443624715, 's4': 0.0853776443624715})",0.5098622277,"Counter({'none': 0.7142857142857143, 's3': 0.2857142857142857, 's6': 0.2857142857142857, 's5': 0.2857142857142857, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's4': 0.14285714285714285})",0.148376701,0.851623299,0,0,0,0
90.5714285714,1,255,845002,Matchmakers' Stack College Admissions Deck,6390,690,Find documents which describe an advantage in hiring potential or increased income for graduates of U.S. colleges.,college education advantage,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's3': 3, 's2': 2, 's1': 2, 's5': 2, 's4': 2})",15,6,7,0.4275595679,"Counter({'none': 0.6555823299375012, 's3': 0.3444176700624988, 's2': 0.20066310665738035, 's1': 0.20066310665738035, 's5': 0.20066310665738035, 's4': 0.20066310665738035})",0.3759251043,"Counter({'none': 0.5714285714285714, 's3': 0.42857142857142855, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857})",0.3444176701,0.6555823299,0,0,0,1
47.5714285714,1,157,845740,85 Achille Lauro Killing 'a Mistake',4008,367,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?",piracy,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 5, 's3': 4, 's4': 4, 's2': 3, 'none': 2})",18,5,7,0.3442184831,"Counter({'s1': 0.6779980274841849, 's3': 0.43731935304096353, 's4': 0.43731935304096353, 's2': 0.36682477766801846, 'none': 0.32200197251581514})",0.4131155467,"Counter({'s1': 0.7142857142857143, 's3': 0.5714285714285714, 's4': 0.5714285714285714, 's2': 0.42857142857142855, 'none': 0.2857142857142857})",0.6779980275,0.3220019725,1,1,1,1
108,1,65,846422,PHILIP MORRIS TO INVEST MORE IN U.S. TOBACCO UNIT,713,345,"Health studies primarily in the U.S. have caused reductions in tobacco sales here, but the economic impact has caused U.S. tobacco companies to look overseas for customers. What impact have the health and economic factors had overseas?",Overseas Tobacco Sales,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's1': 2})",7,2,7,0.7046848973,"Counter({'none': 0.8564092984524101, 's1': 0.1435907015475898})",0.5238095238,"Counter({'none': 0.7142857142857143, 's1': 0.2857142857142857})",0.1435907015,0.8564092985,1,1,0,0
60.5714285714,1,364,846515,Restricting the Violence in Lebanon,8329,307,"Identify hydroelectric projects proposed or under construction by country and location. Detailed description of nature, extent, purpose, problems, and consequences is desirable.",New Hydroelectric Projects,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's3': 2, 's2': 2, 's1': 2, 's7': 1, 's6': 1, 's5': 1, 's9': 1})",17,9,7,0.693453776,"Counter({'none': 0.8516232989578986, 's8': 0.14837670104210152, 's3': 0.14837670104210152, 's2': 0.14837670104210152, 's1': 0.14837670104210152, 's7': 0.0853776443624715, 's6': 0.0853776443624715, 's5': 0.0853776443624715, 's9': 0.06299905667962999})",0.5083868288,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's3': 0.2857142857142857, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's7': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's9': 0.14285714285714285})",0.148376701,0.851623299,0,0,0,0
117.1428571429,1,69,848090,"Sunday in the Park With George, Rover and Spot;Dusk to Dawn, Too",783,426,Provide information on the use of dogs worldwide for law enforcement purposes.,"law enforcement, dogs",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 6, 's1': 1})",7,2,7,0.8601159949,"Counter({'none': 0.9373371472855113, 's1': 0.06266285271448865})",0.7142857143,"Counter({'none': 0.8571428571428571, 's1': 0.14285714285714285})",0.0626628527,0.9373371473,0,0,0,0
52.1428571429,1,49,848217,Delays Near Lincoln Tunnel,398,363,What disasters have occurred in tunnels used for transportation?,transportation tunnel disasters,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's1': 2})",7,2,7,0.7401594099,"Counter({'none': 0.8766449740199289, 's1': 0.12335502598007121})",0.5238095238,"Counter({'none': 0.7142857142857143, 's1': 0.2857142857142857})",0.123355026,0.876644974,0,0,0,0
42.1428571429,1,466,848932,Dog Days in the Parks,10274,426,Provide information on the use of dogs worldwide for law enforcement purposes.,"law enforcement, dogs",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's1': 3, 's3': 2, 's5': 2, 's2': 1, 's4': 1})",13,6,7,0.5105237839,"Counter({'none': 0.7292580364794857, 's1': 0.2707419635205143, 's3': 0.22805247480180224, 's5': 0.22805247480180224, 's2': 0.07585223923928122, 's4': 0.07585223923928122})",0.3713885969,"Counter({'none': 0.5714285714285714, 's1': 0.42857142857142855, 's3': 0.2857142857142857, 's5': 0.2857142857142857, 's2': 0.14285714285714285, 's4': 0.14285714285714285})",0.2707419635,0.7292580365,0,0,0,0
79.4285714286,1,256,849498,Nissan Recalls A Million Cars,6398,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's3': 2, 's5': 2, 's4': 2, 's2': 1, 's1': 1})",13,6,7,0.5539452807,"Counter({'none': 0.7568050566977339, 's3': 0.24319494330226604, 's5': 0.24319494330226604, 's4': 0.24319494330226604, 's2': 0.17062238396743726, 's1': 0.17062238396743726})",0.5130760319,"Counter({'none': 0.7142857142857143, 's3': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 's2': 0.14285714285714285, 's1': 0.14285714285714285})",0.2431949433,0.7568050567,2,1,0,0
54.7142857143,1,277,851315,In Performance;THEATER,6799,393,Identify documents that discuss mercy killings.,mercy killing,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's3': 1, 's2': 1, 's1': 1, 's4': 1})",8,5,7,0.475305248,"Counter({'none': 0.7320486407211523, 's4': 0.10764159831878647, 's2': 0.08706692382473159, 's3': 0.07324283713532982, 's1': 0.07324283713532982})",0.2857142857,"Counter({'none': 0.5714285714285714, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's4': 0.14285714285714285})",0.1076415983,0.7320486407,0,0,0,0
62.5714285714,1,329,851322,Copper Drops on Stockpile Rise; Gasoline Falls and Wheat Is Up,7649,367,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?",piracy,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 6, 's6': 1})",7,2,7,0.7743167207,"Counter({'none': 0.8947174978647459, 's6': 0.10528250213525392})",0.7142857143,"Counter({'none': 0.8571428571428571, 's6': 0.14285714285714285})",0.1052825021,0.8947174979,0,0,0,0
25.4285714286,1,158,852976,College Needn't Be the Impossible Dream,4061,690,Find documents which describe an advantage in hiring potential or increased income for graduates of U.S. colleges.,college education advantage,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's3': 2, 's2': 1, 's1': 1, 's4': 1})",10,5,7,0.6899969953,"Counter({'none': 0.8516232989578986, 's3': 0.14837670104210152, 's2': 0.0853776443624715, 's1': 0.0853776443624715, 's4': 0.06299905667962999})",0.495630871,"Counter({'none': 0.7142857142857143, 's3': 0.2857142857142857, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's4': 0.14285714285714285})",0.148376701,0.851623299,1,1,0,0
32.4285714286,1,260,854268,No Protestant Party Controls Northern Ireland,6464,404,How often were the peace talks in Ireland delayed or disrupted as a result of acts of violence?,"Ireland, peace talks",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's3': 2, 's5': 2, 's4': 2, 's2': 1, 's1': 1, 's6': 1})",14,7,7,0.6365075254,"Counter({'none': 0.8162535472696479, 's3': 0.1837464527303521, 's5': 0.1837464527303521, 's4': 0.1837464527303521, 's2': 0.11740919483886811, 's1': 0.11740919483886811, 's6': 0.11740919483886811})",0.5098622277,"Counter({'none': 0.7142857142857143, 's3': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's6': 0.14285714285714285})",0.1837464527,0.8162535473,0,0,0,0
180.7142857143,1,498,855668,Fear of Cuts Clouds Day At Queens,10932,690,Find documents which describe an advantage in hiring potential or increased income for graduates of U.S. colleges.,college education advantage,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 3, 's11': 3, 's4': 2, 's8': 1, 's9': 1, 's5': 1, 's6': 1})",12,7,7,0.3259599268,"Counter({'none': 0.5067676756178784, 's11': 0.45485743486509417, 's4': 0.17519234504249398, 's9': 0.13681745552546656, 's8': 0.03837488951702741, 's5': 0.03837488951702741, 's6': 0.03837488951702741})",0.2592083654,"Counter({'none': 0.42857142857142855, 's11': 0.42857142857142855, 's4': 0.2857142857142857, 's8': 0.14285714285714285, 's9': 0.14285714285714285, 's5': 0.14285714285714285, 's6': 0.14285714285714285})",0.4548574349,0.5067676756,0,0,1,1
87.4285714286,1,410,855823,Former U.S. Senator Picked to Head Northern Ireland Peace Talks,9212,404,How often were the peace talks in Ireland delayed or disrupted as a result of acts of violence?,"Ireland, peace talks",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 3, 'none': 3, 's4': 3, 's3': 2, 's5': 2})",13,5,7,0.3603138687,"Counter({'none': 0.5861716894048101, 's2': 0.36389583734708997, 's4': 0.3522295611482742, 's3': 0.30229708790017434, 's5': 0.11153122269501554})",0.2920472934,"Counter({'s2': 0.42857142857142855, 'none': 0.42857142857142855, 's4': 0.42857142857142855, 's3': 0.2857142857142857, 's5': 0.2857142857142857})",0.3638958373,0.5861716894,0,0,0,1
129.2857142857,1,150,856509,Whose E-Mail Is It?,3768,344,The availability of E-mail to many people through their job or school affiliation has allowed for many efficiencies in communications but also has provided the opportunity for abuses. What steps have been taken world-wide by those bearing the cost of E-mail to prevent excesses?,Abuses of E-Mail,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's2': 3, 's1': 3, 's3': 2, 's5': 1, 's4': 1})",14,6,7,0.4846864694,"Counter({'none': 0.7021533172459175, 's2': 0.29784668275408266, 's1': 0.29784668275408266, 's3': 0.24134191876758943, 's4': 0.157356029142536, 's5': 0.0565047639864932})",0.3861924924,"Counter({'none': 0.5714285714285714, 's2': 0.42857142857142855, 's1': 0.42857142857142855, 's3': 0.2857142857142857, 's5': 0.14285714285714285, 's4': 0.14285714285714285})",0.2978466828,0.7021533172,1,1,0,0
106.5714285714,1,369,856657,Tribal Casinos Catalyzed Gambling's Spread,8420,372,Identify documents that discuss the growth of Native American casino gambling.,Native American casino,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 5, 's2': 5, 's7': 5, 's6': 5, 's1': 4, 's5': 4, 's4': 4, 'none': 2})",34,8,7,0.4730758908,"Counter({'s3': 0.7335341239675038, 's2': 0.7335341239675038, 's7': 0.7335341239675038, 's6': 0.7335341239675038, 's1': 0.5177810939415635, 's5': 0.5177810939415635, 's4': 0.5177810939415635, 'none': 0.2664658760324962})",0.4773197992,"Counter({'s3': 0.7142857142857143, 's2': 0.7142857142857143, 's7': 0.7142857142857143, 's6': 0.7142857142857143, 's1': 0.5714285714285714, 's5': 0.5714285714285714, 's4': 0.5714285714285714, 'none': 0.2857142857142857})",0.733534124,0.266465876,1,1,1,1
36.8571428571,1,77,856804,Corrections,981,690,Find documents which describe an advantage in hiring potential or increased income for graduates of U.S. colleges.,college education advantage,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 5, 'none': 2})",7,2,7,0.5045002057,"Counter({'s1': 0.715442290975282, 'none': 0.284557709024718})",0.5238095238,"Counter({'s1': 0.7142857142857143, 'none': 0.2857142857142857})",0.715442291,0.284557709,0,0,1,1
51.8571428571,1,83,856937,INSIDE,1148,404,How often were the peace talks in Ireland delayed or disrupted as a result of acts of violence?,"Ireland, peace talks",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 6, 's3': 1})",7,2,7,0.7416590727,"Counter({'none': 0.8733872660529581, 's3': 0.1266127339470419})",0.7142857143,"Counter({'none': 0.8571428571428571, 's3': 0.14285714285714285})",0.1266127339,0.8733872661,0,0,0,0
52.2857142857,1,94,857881,Engen of South Africa Selling Stake to Malaysia,1555,443,What is the extent of U.S. (government and private) investment in sub-Saharan Africa?,"U.S., investment, Africa",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's1': 3, 's2': 2, 's3': 1})",10,4,7,0.5945184925,"Counter({'none': 0.7965238522314783, 's1': 0.20347614776852166, 's2': 0.15465763501752824, 's3': 0.04881851275099344})",0.380952381,"Counter({'none': 0.5714285714285714, 's1': 0.42857142857142855, 's2': 0.2857142857142857, 's3': 0.14285714285714285})",0.2034761478,0.7965238522,0,0,0,0
98.7142857143,1,395,858452,New Tunnel For Trains Is Considered,8920,363,What disasters have occurred in tunnels used for transportation?,transportation tunnel disasters,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's3': 3, 's6': 3, 's8': 2, 's2': 2, 's7': 2, 's4': 2, 's1': 1, 's5': 1})",20,9,7,0.5698327805,"Counter({'none': 0.779842248194514, 's3': 0.2201577518054861, 's6': 0.2201577518054861, 's8': 0.15809037964540157, 's2': 0.15809037964540157, 's7': 0.15809037964540157, 's4': 0.15809037964540157, 's1': 0.09096700570707089, 's5': 0.09096700570707089})",0.3782559844,"Counter({'none': 0.5714285714285714, 's3': 0.42857142857142855, 's6': 0.42857142857142855, 's8': 0.2857142857142857, 's2': 0.2857142857142857, 's7': 0.2857142857142857, 's4': 0.2857142857142857, 's1': 0.14285714285714285, 's5': 0.14285714285714285})",0.2201577518,0.7798422482,0,0,0,0
60.4285714286,1,319,858770,A Prudent Agreement on Chinese Piracy,7473,367,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?",piracy,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 4, 's2': 3, 's1': 3, 'none': 3, 's4': 3})",16,5,7,0.3705069095,"Counter({'none': 0.5532982937204777, 's3': 0.4467017062795224, 's2': 0.3887211727716211, 's1': 0.35205969245094787, 's4': 0.26626882017853687})",0.3618131529,"Counter({'s3': 0.5714285714285714, 's2': 0.42857142857142855, 's1': 0.42857142857142855, 'none': 0.42857142857142855, 's4': 0.42857142857142855})",0.4467017063,0.5532982937,0,0,1,1
31.2857142857,1,201,858928,Turkey-Israel Military Pact Recalls Cooperation,5250,330,"This query is looking for examples of cooperation or friendly ties between Iran and Iraq, or ways in which the two countries could be considered allies.",Iran-Iraq Cooperation,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 4, 's1': 4, 's4': 4, 's3': 3, 'none': 2, 's5': 2})",19,6,7,0.3391563889,"Counter({'s2': 0.6416593662572933, 's1': 0.5655210382909099, 's4': 0.5655210382909099, 's5': 0.3951280764789439, 's3': 0.3824786876970776, 'none': 0.29853156379036194})",0.350160531,"Counter({'s2': 0.5714285714285714, 's1': 0.5714285714285714, 's4': 0.5714285714285714, 's3': 0.42857142857142855, 'none': 0.2857142857142857, 's5': 0.2857142857142857})",0.6416593663,0.2985315638,0,0,1,1
49.5714285714,1,148,859340,2 Companies to Share Cost of Auto Recall,3673,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's2': 2, 's1': 2, 's3': 1})",9,4,7,0.5239107789,"Counter({'none': 0.7532911531932034, 's2': 0.1947532071764055, 's1': 0.17553265363911055, 's3': 0.05195563963039117})",0.343195561,"Counter({'none': 0.5714285714285714, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's3': 0.14285714285714285})",0.1947532072,0.7532911532,1,1,0,0
78,1,111,860120,Iraq to Return Iranian Dead,2230,330,"This query is looking for examples of cooperation or friendly ties between Iran and Iraq, or ways in which the two countries could be considered allies.",Iran-Iraq Cooperation,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 6, 's3': 5, 's2': 5})",16,3,7,0.5955704015,"Counter({'s1': 0.7660589715891518, 's3': 0.6806427346903706, 's2': 0.6095965152811849})",0.6948521552,"Counter({'s1': 0.8571428571428571, 's3': 0.7142857142857143, 's2': 0.7142857142857143})",0.7660589716,0,2,1,1,1
77,1,96,860409,Landscaper Guilty of Murder,1636,393,Identify documents that discuss mercy killings.,mercy killing,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 6, 's1': 1, 's4': 1})",8,3,7,0.9124228958,"Counter({'none': 0.9616251104829726, 's1': 0.03837488951702741, 's4': 0.03837488951702741})",0.7142857143,"Counter({'none': 0.8571428571428571, 's1': 0.14285714285714285, 's4': 0.14285714285714285})",0.0383748895,0.9616251105,0,0,0,0
56.4285714286,1,155,862010,Figure in Amazon Killing Captured After 3 Years,3981,400,What measures are being taken by local South American authorities to preserve the Amazon tropical rain forest?,Amazon rain forest,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 4, 's2': 4, 's1': 4, 's4': 2, 'none': 1})",15,5,7,0.333385522,"Counter({'s2': 0.6416593662572933, 's1': 0.5794948930565538, 's3': 0.44228775764942246, 's4': 0.3951280764789439, 'none': 0.22474863907237302})",0.3713064261,"Counter({'s3': 0.5714285714285714, 's2': 0.5714285714285714, 's1': 0.5714285714285714, 's4': 0.2857142857142857, 'none': 0.14285714285714285})",0.6416593663,0.2247486391,0,0,1,1
165.1428571429,1,448,862142,Severe AIDS Effects Seen on Population of Africa,9933,435,What measures have been taken worldwide and what countries have been effective in curbing population growth?,curbing population growth,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s12': 4, 's5': 4, 's14': 3, 's13': 3, 's2': 3, 's11': 3, 's9': 2, 's3': 2, 's1': 2, 's6': 2, 's8': 1, 's10': 1, 'none': 1, 's4': 1})",32,14,7,0.2969465628,"Counter({'s12': 0.6719882765053844, 's13': 0.6197173937510158, 's11': 0.6197173937510158, 's5': 0.5478268726714338, 's14': 0.35554248996210297, 's2': 0.29585628499499833, 's6': 0.24358540224062972, 's1': 0.23137277755571917, 's8': 0.17910189480135053, 's10': 0.17910189480135053, 's4': 0.17910189480135053, 's9': 0.1642279704758419, 'none': 0.1515711283338632, 's3': 0.11675439019364779})",0.2564296659,"Counter({'s12': 0.5714285714285714, 's5': 0.5714285714285714, 's14': 0.42857142857142855, 's13': 0.42857142857142855, 's2': 0.42857142857142855, 's11': 0.42857142857142855, 's9': 0.2857142857142857, 's3': 0.2857142857142857, 's1': 0.2857142857142857, 's6': 0.2857142857142857, 's8': 0.14285714285714285, 's10': 0.14285714285714285, 'none': 0.14285714285714285, 's4': 0.14285714285714285})",0.6719882765,0.1515711283,0,0,1,1
60.5714285714,1,165,863124,World News Briefs;At Least 300 Are Killed In Severe China Flooding,4325,416,What is the ongoing status of The Three Gorges Project?,Three Gorges Project,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 4, 'none': 3, 's1': 3, 's2': 2, 's5': 2, 's4': 2})",16,6,7,0.3445942233,"Counter({'none': 0.5532982937204777, 's3': 0.4467017062795224, 's1': 0.35205969245094787, 's4': 0.29407915894304654, 's2': 0.20828828667063554, 's5': 0.17162680634996233})",0.3173720056,"Counter({'s3': 0.5714285714285714, 'none': 0.42857142857142855, 's1': 0.42857142857142855, 's2': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857})",0.4467017063,0.5532982937,0,0,1,1
121.2857142857,1,176,863546,Motor Backfiring Prompts Recall by G.M.,4603,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's3': 2, 's1': 2, 's4': 2, 's2': 1, 's5': 1})",13,6,7,0.6947245193,"Counter({'none': 0.8516232989578986, 's3': 0.14837670104210152, 's1': 0.14837670104210152, 's4': 0.14837670104210152, 's2': 0.0853776443624715, 's5': 0.0853776443624715})",0.5130760319,"Counter({'none': 0.7142857142857143, 's3': 0.2857142857142857, 's1': 0.2857142857142857, 's4': 0.2857142857142857, 's2': 0.14285714285714285, 's5': 0.14285714285714285})",0.148376701,0.851623299,2,1,0,0
37.8571428571,1,230,865299,"Peace Talks Resume In Ulster, but in Anger",5889,404,How often were the peace talks in Ireland delayed or disrupted as a result of acts of violence?,"Ireland, peace talks",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's7': 2, 's6': 2, 's3': 1, 's2': 1, 's1': 1, 's5': 1, 's4': 1})",13,8,7,0.4013961916,"Counter({'none': 0.6602907261834184, 's6': 0.27337201592509774, 's7': 0.1837464527303521, 's3': 0.11740919483886811, 's2': 0.11740919483886811, 's1': 0.11740919483886811, 's5': 0.11740919483886811, 's4': 0.11740919483886811})",0.3217109022,"Counter({'none': 0.5714285714285714, 's7': 0.2857142857142857, 's6': 0.2857142857142857, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285})",0.2733720159,0.6602907262,1,1,0,0
38.4285714286,1,235,865357,More Can Be Done to Guard Your Renoirs,5998,422,What incidents have there been of stolen or forged art?,"art, stolen, forged",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 6, 's3': 1, 's2': 1, 's1': 1})",9,4,7,0.8306212023,"Counter({'none': 0.9224471455369642, 's3': 0.07755285446303604, 's2': 0.07755285446303604, 's1': 0.07755285446303604})",0.7142857143,"Counter({'none': 0.8571428571428571, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285})",0.0775528545,0.9224471455,0,0,0,0
38.4285714286,1,185,865367,Preventing AIDS Is Still the Best Investment,4830,443,What is the extent of U.S. (government and private) investment in sub-Saharan Africa?,"U.S., investment, Africa",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's2': 2, 's1': 2, 's4': 2, 's3': 1, 's5': 1})",13,6,7,0.7040914014,"Counter({'none': 0.8579477406378667, 's2': 0.14205225936213328, 's1': 0.14205225936213328, 's4': 0.14205225936213328, 's3': 0.08173848856003656, 's5': 0.06031377080209671})",0.5119047619,"Counter({'none': 0.7142857142857143, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's4': 0.2857142857142857, 's3': 0.14285714285714285, 's5': 0.14285714285714285})",0.1420522594,0.8579477406,0,0,0,0
30.7142857143,1,88,865953,West Japan Railway Plans to Sell Shares,1320,436,What are the causes of railway accidents throughout the world?,railway accidents,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's1': 2, 's2': 1})",8,3,7,0.7361360037,"Counter({'none': 0.8757136855961001, 's1': 0.1242863144039001, 's2': 0.049987445296975096})",0.5098622277,"Counter({'none': 0.7142857142857143, 's1': 0.2857142857142857, 's2': 0.14285714285714285})",0.1242863144,0.8757136856,0,0,0,0
